Employee Name,Gender,Employee ID,Work Experience,Position,Job Title,Educational Background,Recruitment Channel,Past Background,Interviewers Evaluation,Age,City,Promotion Status,Employee NPS,Training Duration h,Salary Adjustment,Length of Service,Supervisors Span,Non-Compete Clause,Performance Label
顾秀英,女,172436,10,市场专员,中级,学士,内推,传统主机厂,50分位,30-35岁,上海市,无,4,273,0.47 ,1-2年,3,有,TRUE
丁娟,女,302033,5,技术支持,中级,硕士,猎头,传统主机厂,50分位,30-35岁,上海市,无,7,228,1.25 ,6个月-1年,9,无,TRUE
朱娜,男,303066,7,销售代表,中级,学士,招聘网站,传统主机厂,其他,35-40岁,常州市,无,4,33,1.62 ,0-6个月,7,有,TRUE
武刚,女,24094,15,运营专员,高级,学士,猎头,供应链上下游企业,其他,20-25岁,常州市,无,6,111,0.65 ,2-5年,6,无,TRUE
范强,男,170763,5,数据分析师,中级,学士,内推,阿里系,其他,30-35岁,上海市,无,3,282,1.56 ,2-5年,6,有,TRUE
潘超,女,320029,13,市场经理,中级,博士,内推,腾讯系,其他,25-30岁,北京市,无,5,322,0.89 ,1-2年,4,无,TRUE
许娟,女,217403,13,销售主管,中级,博士,猎头,供应链上下游企业,其他,40岁以上,常州市,无,9,389,0.83 ,6个月-1年,10,无,TRUE
江丽,男,386579,6,运营经理,初级,博士,内推,传统主机厂,50分位,25-30岁,上海市,有,8,335,1.03 ,1-2年,7,有,TRUE
贺磊,男,191304,6,技术支持,高级,博士,猎头,供应链上下游企业,50分位,40岁以上,常州市,无,7,311,1.22 ,5年以上,3,无,TRUE
赖秀英,男,218423,7,销售代表,初级,硕士,内推,新势力主机厂,75分位,25-30岁,其他城市,无,5,71,(0.33),1-2年,9,有,FALSE
刘洋,男,336929,5,运营专员,中级,硕士,招聘网站,腾讯系,75分位,35-40岁,上海市,无,4,149,2.00 ,0-6个月,7,有,TRUE
邵洋,男,204515,12,数据分析师,中级,硕士,内推,阿里系,75分位,25-30岁,上海市,有,9,29,1.35 ,2-5年,7,无,TRUE
侯霞,男,341016,10,市场经理,高级,博士,招聘网站,供应链上下游企业,50分位,20-25岁,其他城市,无,2,58,1.72 ,6个月-1年,10,有,TRUE
段磊,女,499202,11,销售主管,初级,学士,猎头,传统主机厂,其他,40岁以上,其他城市,有,3,108,0.76 ,1-2年,3,有,TRUE
乔勇,女,181794,9,市场经理,中级,硕士,猎头,供应链上下游企业,50分位,30-35岁,其他城市,有,6,49,0.64 ,1-2年,0,无,TRUE
邵霞,女,342182,8,数据分析师,中级,硕士,猎头,传统主机厂,50分位,40岁以上,其他城市,有,2,363,0.15 ,2-5年,4,无,TRUE
龙敏,女,370688,11,产品经理,初级,硕士,招聘网站,新势力主机厂,50分位,35-40岁,常州市,有,4,336,0.94 ,1-2年,6,无,TRUE
卢霞,女,72539,13,运营专员,高级,学士,内推,新势力主机厂,75分位,30-35岁,其他城市,无,2,77,0.97 ,5年以上,2,无,TRUE
高杰,女,208094,10,人力资源经理,高级,硕士,内推,新势力主机厂,其他,40岁以上,北京市,无,3,85,0.06 ,0-6个月,5,无,TRUE
曾涛,女,111123,6,产品经理,中级,博士,内推,新势力主机厂,50分位,25-30岁,北京市,有,7,394,1.50 ,0-6个月,6,无,TRUE
潘军,男,233163,5,销售主管,高级,博士,猎头,新势力主机厂,50分位,40岁以上,北京市,无,2,228,1.98 ,6个月-1年,3,有,TRUE
田敏,男,107982,12,数据分析师,高级,硕士,招聘网站,腾讯系,75分位,35-40岁,常州市,有,7,284,1.93 ,5年以上,1,有,TRUE
唐丽,女,59142,11,软件工程师,中级,博士,猎头,阿里系,其他,30-35岁,上海市,有,9,301,1.47 ,1-2年,1,有,TRUE
高平,女,246178,14,财务主管,初级,博士,招聘网站,供应链上下游企业,其他,35-40岁,北京市,有,1,72,1.04 ,2-5年,7,有,TRUE
杜敏,女,251541,9,销售经理,中级,学士,招聘网站,传统主机厂,75分位,25-30岁,其他城市,有,8,348,0.44 ,5年以上,6,无,TRUE
郑秀英,男,57881,3,人力资源专员,中级,学士,猎头,传统主机厂,50分位,35-40岁,北京市,无,8,79,0.04 ,5年以上,4,无,TRUE
蔡霞,男,262185,14,运营经理,中级,学士,内推,供应链上下游企业,其他,40岁以上,常州市,无,5,385,0.09 ,1-2年,6,有,TRUE
李杰,女,11292,1,市场专员,初级,博士,招聘网站,供应链上下游企业,75分位,25-30岁,上海市,有,3,301,0.91 ,5年以上,5,有,TRUE
易敏,女,476659,0,技术总监,初级,硕士,招聘网站,供应链上下游企业,50分位,25-30岁,常州市,有,4,116,1.35 ,0-6个月,5,有,TRUE
邓军,女,275792,8,销售代表,高级,博士,招聘网站,供应链上下游企业,其他,30-35岁,上海市,无,8,253,1.36 ,5年以上,4,无,TRUE
邓娜,男,224277,6,财务分析师,中级,硕士,猎头,腾讯系,50分位,30-35岁,其他城市,有,2,101,1.44 ,2-5年,6,有,TRUE
郑刚,女,255273,6,人力资源经理,高级,硕士,招聘网站,传统主机厂,75分位,30-35岁,上海市,无,4,266,1.25 ,6个月-1年,1,无,TRUE
沈涛,男,212576,0,产品经理,高级,博士,猎头,传统主机厂,75分位,25-30岁,其他城市,有,4,386,1.17 ,2-5年,7,有,TRUE
朱艳,女,400694,5,运营专员,高级,博士,内推,腾讯系,其他,40岁以上,北京市,无,8,309,1.26 ,6个月-1年,4,无,TRUE
李静,女,277402,13,数据分析师,高级,硕士,招聘网站,腾讯系,75分位,25-30岁,其他城市,无,3,181,(0.80),1-2年,7,无,FALSE
邱勇,女,253267,14,销售主管,高级,硕士,内推,新势力主机厂,其他,35-40岁,常州市,有,8,334,0.98 ,6个月-1年,6,无,TRUE
侯平,男,335524,3,市场经理,初级,学士,招聘网站,新势力主机厂,75分位,30-35岁,上海市,无,2,168,0.33 ,6个月-1年,4,无,TRUE
谭强,男,242257,9,财务经理,高级,硕士,内推,新势力主机厂,其他,20-25岁,北京市,无,4,251,1.58 ,1-2年,7,有,TRUE
徐霞,女,103148,13,技术经理,中级,学士,招聘网站,新势力主机厂,其他,40岁以上,北京市,有,4,144,1.53 ,2-5年,10,有,TRUE
田芳,男,412640,6,运营经理,高级,博士,猎头,腾讯系,75分位,40岁以上,上海市,无,1,76,0.91 ,5年以上,9,有,TRUE
侯娟,男,22910,12,市场专员,初级,博士,内推,新势力主机厂,50分位,30-35岁,常州市,有,6,29,1.94 ,6个月-1年,2,有,TRUE
崔超,女,53589,8,技术支持,高级,学士,内推,阿里系,50分位,20-25岁,北京市,无,2,93,1.70 ,0-6个月,3,有,TRUE
卢磊,女,396135,12,销售代表,高级,学士,招聘网站,腾讯系,75分位,40岁以上,其他城市,有,3,390,1.52 ,6个月-1年,6,有,TRUE
傅磊,男,75259,6,运营专员,初级,硕士,内推,阿里系,50分位,35-40岁,其他城市,有,9,340,1.20 ,6个月-1年,5,无,TRUE
江秀英,男,309906,4,数据分析师,初级,硕士,招聘网站,阿里系,其他,20-25岁,上海市,有,8,248,1.92 ,5年以上,8,无,TRUE
龙明,女,471112,11,市场经理,中级,硕士,招聘网站,新势力主机厂,其他,40岁以上,上海市,有,5,279,0.29 ,6个月-1年,1,无,TRUE
魏涛,女,439944,8,销售主管,中级,博士,猎头,传统主机厂,50分位,25-30岁,北京市,无,5,273,1.88 ,0-6个月,6,有,TRUE
潘芳,女,445855,8,运营经理,初级,学士,内推,阿里系,其他,35-40岁,北京市,无,3,12,1.06 ,1-2年,5,有,TRUE
马军,男,74637,12,技术支持,高级,博士,猎头,供应链上下游企业,50分位,30-35岁,常州市,有,5,48,0.89 ,0-6个月,7,无,TRUE
邵娟,男,224220,13,销售代表,高级,博士,猎头,传统主机厂,50分位,35-40岁,北京市,有,3,57,1.49 ,2-5年,4,有,TRUE
武杰,男,187527,11,运营专员,初级,硕士,招聘网站,供应链上下游企业,75分位,25-30岁,北京市,无,3,11,1.62 ,5年以上,0,无,TRUE
邓娟,女,336772,10,数据分析师,高级,博士,招聘网站,阿里系,50分位,30-35岁,北京市,有,9,159,0.85 ,0-6个月,2,有,TRUE
郝军,女,111916,14,市场经理,高级,硕士,猎头,新势力主机厂,其他,30-35岁,常州市,无,8,134,0.30 ,5年以上,7,有,TRUE
曾芳,男,126878,1,销售主管,初级,博士,招聘网站,新势力主机厂,75分位,35-40岁,北京市,有,9,290,1.67 ,2-5年,2,无,TRUE
龚霞,男,158848,5,市场经理,高级,学士,猎头,传统主机厂,其他,25-30岁,其他城市,有,6,307,1.11 ,6个月-1年,3,有,TRUE
冯霞,男,440707,7,数据分析师,初级,学士,内推,供应链上下游企业,其他,35-40岁,其他城市,无,9,273,1.69 ,5年以上,6,有,TRUE
戴丽,女,118833,1,产品经理,高级,学士,招聘网站,腾讯系,其他,25-30岁,上海市,无,8,201,1.74 ,1-2年,9,无,TRUE
韩丽,男,430732,15,运营专员,高级,学士,猎头,供应链上下游企业,其他,25-30岁,上海市,无,5,284,1.18 ,5年以上,5,有,TRUE
谭刚,女,68293,7,人力资源经理,高级,硕士,内推,腾讯系,75分位,35-40岁,其他城市,有,3,239,1.79 ,0-6个月,10,无,TRUE
傅丽,男,315252,8,产品经理,高级,博士,内推,腾讯系,其他,20-25岁,常州市,无,5,196,0.93 ,6个月-1年,2,有,TRUE
江军,女,118172,4,销售主管,中级,学士,猎头,腾讯系,50分位,20-25岁,北京市,无,4,363,0.69 ,2-5年,1,无,TRUE
曾平,女,82678,10,数据分析师,初级,硕士,招聘网站,阿里系,其他,40岁以上,常州市,有,6,343,0.39 ,6个月-1年,0,有,TRUE
余静,男,255906,8,软件工程师,中级,硕士,猎头,供应链上下游企业,其他,35-40岁,常州市,无,2,35,1.11 ,6个月-1年,2,有,TRUE
何杰,男,479019,14,财务主管,高级,硕士,招聘网站,腾讯系,75分位,25-30岁,常州市,有,9,214,1.06 ,0-6个月,1,有,TRUE
田娟,女,260691,11,销售经理,初级,硕士,招聘网站,阿里系,75分位,40岁以上,上海市,无,8,267,0.81 ,5年以上,0,无,TRUE
武平,女,309704,3,人力资源专员,高级,硕士,猎头,传统主机厂,50分位,35-40岁,其他城市,无,3,191,1.88 ,6个月-1年,9,有,TRUE
金杰,女,419065,6,运营经理,中级,博士,招聘网站,腾讯系,其他,20-25岁,北京市,无,7,51,(0.01),6个月-1年,6,有,FALSE
林平,女,428421,8,市场专员,中级,博士,招聘网站,腾讯系,其他,25-30岁,上海市,无,9,285,1.90 ,5年以上,5,有,TRUE
贺艳,女,195829,5,技术总监,高级,博士,招聘网站,传统主机厂,50分位,25-30岁,常州市,无,9,267,1.27 ,5年以上,10,有,TRUE
常秀英,男,462092,12,销售代表,高级,硕士,内推,阿里系,75分位,40岁以上,常州市,有,4,101,0.41 ,2-5年,2,无,TRUE
文勇,男,457045,8,财务分析师,中级,学士,招聘网站,传统主机厂,75分位,20-25岁,其他城市,有,9,43,0.83 ,2-5年,4,无,TRUE
沈娜,女,493348,10,人力资源经理,初级,博士,猎头,阿里系,50分位,25-30岁,常州市,无,7,42,0.05 ,0-6个月,6,无,TRUE
贾艳,女,87705,9,产品经理,中级,学士,猎头,阿里系,其他,35-40岁,常州市,有,8,344,1.32 ,1-2年,6,无,TRUE
石洋,女,189119,7,运营专员,初级,博士,猎头,传统主机厂,其他,30-35岁,北京市,有,8,372,1.05 ,0-6个月,7,无,TRUE
蔡芳,男,33904,15,数据分析师,高级,学士,猎头,腾讯系,50分位,35-40岁,其他城市,有,8,177,1.07 ,5年以上,2,无,TRUE
周娟,女,145309,14,销售主管,中级,学士,招聘网站,供应链上下游企业,75分位,25-30岁,北京市,无,8,170,1.72 ,0-6个月,6,无,TRUE
吴娟,女,162735,6,市场经理,初级,硕士,招聘网站,腾讯系,50分位,20-25岁,上海市,有,7,20,1.47 ,5年以上,6,有,TRUE
杜刚,男,210674,4,财务经理,初级,博士,内推,传统主机厂,50分位,35-40岁,上海市,无,6,185,0.17 ,0-6个月,8,有,TRUE
阎霞,女,107592,8,技术经理,高级,博士,猎头,阿里系,75分位,25-30岁,上海市,无,8,54,1.82 ,0-6个月,5,有,TRUE
叶霞,女,258226,1,运营经理,初级,学士,猎头,传统主机厂,其他,25-30岁,常州市,有,2,42,0.44 ,5年以上,9,无,TRUE
万刚,女,185679,14,市场专员,高级,学士,内推,腾讯系,其他,25-30岁,上海市,无,10,281,0.33 ,5年以上,10,有,TRUE
段秀兰,女,217,7,技术支持,高级,博士,猎头,新势力主机厂,50分位,20-25岁,上海市,有,5,205,1.66 ,6个月-1年,8,有,TRUE
锺明,男,129539,6,销售代表,高级,硕士,内推,传统主机厂,50分位,25-30岁,其他城市,有,6,242,0.67 ,0-6个月,2,有,TRUE
张娜,男,278909,13,运营专员,中级,学士,猎头,阿里系,75分位,25-30岁,常州市,无,3,53,1.78 ,5年以上,7,无,TRUE
尹娟,男,272759,2,数据分析师,中级,博士,猎头,新势力主机厂,75分位,30-35岁,常州市,无,5,358,0.79 ,1-2年,7,有,TRUE
彭杰,女,421521,5,市场经理,初级,硕士,招聘网站,阿里系,50分位,30-35岁,其他城市,无,2,357,1.93 ,5年以上,0,有,TRUE
顾洋,男,70601,10,销售主管,中级,学士,内推,传统主机厂,75分位,25-30岁,北京市,有,5,252,0.14 ,6个月-1年,9,无,TRUE
江超,男,494756,12,运营经理,初级,学士,猎头,供应链上下游企业,50分位,20-25岁,其他城市,无,8,359,1.46 ,2-5年,5,有,TRUE
何艳,女,34687,2,技术支持,高级,硕士,内推,腾讯系,50分位,25-30岁,北京市,无,9,116,1.94 ,0-6个月,3,无,TRUE
万涛,男,212902,13,销售代表,中级,博士,内推,新势力主机厂,其他,20-25岁,上海市,无,4,329,1.45 ,1-2年,9,有,TRUE
陈超,男,357020,2,运营专员,高级,硕士,猎头,阿里系,75分位,35-40岁,上海市,无,9,123,1.96 ,6个月-1年,3,无,TRUE
傅艳,女,98816,1,数据分析师,中级,学士,内推,阿里系,75分位,25-30岁,其他城市,无,9,27,0.15 ,2-5年,3,有,TRUE
邓静,女,295550,13,市场经理,中级,学士,招聘网站,新势力主机厂,其他,40岁以上,其他城市,无,9,80,1.97 ,5年以上,6,有,TRUE
韩芳,男,374078,0,销售主管,初级,学士,猎头,供应链上下游企业,75分位,20-25岁,上海市,无,8,200,1.71 ,5年以上,2,有,TRUE
马平,男,52703,10,市场经理,初级,学士,招聘网站,阿里系,其他,40岁以上,常州市,无,7,335,0.18 ,5年以上,8,有,TRUE
许艳,女,107154,5,数据分析师,高级,博士,内推,供应链上下游企业,其他,25-30岁,常州市,无,4,36,1.34 ,1-2年,5,无,TRUE
武娟,女,443200,13,产品经理,初级,硕士,猎头,供应链上下游企业,其他,25-30岁,北京市,无,9,76,0.08 ,0-6个月,6,有,TRUE
龚杰,男,256359,11,运营专员,中级,硕士,招聘网站,阿里系,其他,25-30岁,其他城市,无,8,112,1.78 ,6个月-1年,0,有,TRUE
熊娜,女,430960,6,人力资源经理,高级,学士,内推,新势力主机厂,75分位,25-30岁,上海市,无,5,235,1.18 ,1-2年,0,有,TRUE
廖涛,女,88783,3,产品经理,初级,博士,猎头,腾讯系,其他,20-25岁,常州市,有,6,232,0.08 ,6个月-1年,3,有,TRUE
徐丽,男,77364,11,销售主管,初级,学士,内推,供应链上下游企业,75分位,35-40岁,常州市,无,5,263,0.94 ,0-6个月,5,无,TRUE
邱磊,男,321167,11,数据分析师,中级,硕士,招聘网站,供应链上下游企业,其他,20-25岁,上海市,有,1,263,1.89 ,5年以上,7,无,TRUE
唐明,男,153486,8,软件工程师,初级,博士,招聘网站,供应链上下游企业,50分位,20-25岁,其他城市,有,10,19,0.95 ,0-6个月,6,无,TRUE
曾军,女,484655,3,财务主管,中级,学士,内推,阿里系,75分位,35-40岁,上海市,无,5,212,0.73 ,2-5年,2,无,TRUE
朱敏,女,212365,6,销售经理,高级,学士,猎头,腾讯系,其他,40岁以上,上海市,无,4,313,1.22 ,1-2年,8,无,TRUE
郑磊,男,483209,10,人力资源专员,高级,学士,内推,新势力主机厂,75分位,35-40岁,常州市,有,9,392,0.53 ,5年以上,9,有,TRUE
赖敏,女,244670,6,运营经理,中级,学士,猎头,阿里系,50分位,35-40岁,北京市,有,9,142,0.47 ,0-6个月,7,无,TRUE
康娜,男,353927,14,市场专员,初级,硕士,招聘网站,腾讯系,75分位,20-25岁,常州市,无,9,323,1.18 ,5年以上,4,有,TRUE
赵磊,女,278336,3,技术总监,初级,硕士,内推,传统主机厂,75分位,40岁以上,上海市,无,7,352,0.93 ,2-5年,6,有,TRUE
徐强,男,194386,10,销售代表,高级,硕士,猎头,供应链上下游企业,其他,30-35岁,北京市,无,8,286,0.70 ,0-6个月,1,有,TRUE
袁超,男,185887,5,财务分析师,初级,学士,招聘网站,供应链上下游企业,75分位,35-40岁,北京市,有,5,337,1.36 ,6个月-1年,5,无,TRUE
段明,男,286088,12,人力资源经理,初级,博士,招聘网站,阿里系,50分位,40岁以上,上海市,无,8,98,1.42 ,1-2年,4,有,TRUE
沈娟,女,148322,0,产品经理,初级,硕士,内推,腾讯系,其他,35-40岁,上海市,有,6,270,1.76 ,2-5年,2,无,TRUE
吕丽,男,356106,10,运营专员,初级,学士,内推,腾讯系,50分位,25-30岁,北京市,有,3,21,0.11 ,0-6个月,7,无,TRUE
方强,男,1841,1,数据分析师,中级,硕士,招聘网站,传统主机厂,50分位,35-40岁,常州市,无,2,122,1.85 ,5年以上,4,有,TRUE
薛平,男,29004,1,销售主管,高级,博士,猎头,供应链上下游企业,其他,25-30岁,常州市,无,3,367,1.12 ,2-5年,8,有,TRUE
雷丽,男,137887,6,市场经理,中级,硕士,猎头,供应链上下游企业,其他,20-25岁,其他城市,有,8,112,0.92 ,1-2年,1,有,TRUE
杜敏,男,324546,7,财务经理,高级,博士,猎头,传统主机厂,其他,35-40岁,上海市,有,8,259,1.25 ,2-5年,5,有,TRUE
田娜,男,162459,9,技术经理,中级,博士,内推,传统主机厂,75分位,30-35岁,常州市,无,2,21,1.52 ,6个月-1年,5,无,TRUE
唐平,女,294683,3,运营经理,高级,博士,内推,阿里系,75分位,30-35岁,常州市,无,4,223,0.68 ,2-5年,9,无,TRUE
杨娟,男,495680,2,市场专员,中级,博士,内推,腾讯系,75分位,25-30岁,北京市,无,8,341,0.54 ,2-5年,6,无,TRUE
黄平,女,231580,1,技术支持,中级,博士,招聘网站,供应链上下游企业,75分位,40岁以上,上海市,有,1,120,0.60 ,2-5年,9,有,TRUE
董娜,女,204731,12,销售代表,高级,学士,猎头,新势力主机厂,75分位,40岁以上,其他城市,有,7,150,0.65 ,1-2年,3,无,TRUE
金军,男,159425,2,运营专员,初级,硕士,猎头,供应链上下游企业,75分位,40岁以上,其他城市,无,5,19,1.48 ,6个月-1年,7,无,TRUE
秦敏,男,50869,13,数据分析师,中级,硕士,招聘网站,传统主机厂,其他,30-35岁,北京市,有,1,51,0.48 ,2-5年,4,有,TRUE
段洋,女,125461,9,市场经理,中级,硕士,招聘网站,新势力主机厂,75分位,40岁以上,常州市,有,6,342,0.66 ,2-5年,8,有,TRUE
金超,男,402447,10,销售主管,高级,硕士,内推,供应链上下游企业,50分位,20-25岁,上海市,有,5,169,0.25 ,1-2年,4,有,TRUE
侯刚,男,369125,8,运营经理,初级,学士,内推,阿里系,其他,20-25岁,其他城市,有,9,241,1.36 ,0-6个月,6,有,TRUE
范明,男,109810,15,技术支持,初级,硕士,内推,供应链上下游企业,其他,25-30岁,北京市,无,2,35,1.88 ,6个月-1年,1,无,TRUE
陈强,女,166594,13,销售代表,中级,学士,招聘网站,传统主机厂,50分位,25-30岁,常州市,无,5,199,0.16 ,6个月-1年,5,有,TRUE
顾霞,男,495053,5,运营专员,中级,硕士,内推,阿里系,75分位,20-25岁,北京市,无,8,18,1.56 ,6个月-1年,7,有,TRUE
熊艳,男,107671,10,数据分析师,高级,博士,猎头,腾讯系,其他,25-30岁,其他城市,无,2,206,1.70 ,1-2年,3,无,TRUE
赖强,男,124076,1,市场经理,中级,博士,招聘网站,阿里系,其他,30-35岁,上海市,无,3,48,0.62 ,1-2年,4,无,TRUE
徐涛,女,52282,6,销售主管,中级,博士,内推,传统主机厂,其他,35-40岁,北京市,有,4,134,0.60 ,2-5年,3,有,TRUE
江军,男,300584,1,市场经理,高级,学士,招聘网站,供应链上下游企业,其他,25-30岁,北京市,无,7,285,1.54 ,6个月-1年,2,有,TRUE
谭艳,男,89209,10,数据分析师,高级,博士,内推,传统主机厂,75分位,25-30岁,常州市,有,10,159,0.58 ,6个月-1年,3,无,TRUE
汤杰,女,130946,2,产品经理,中级,博士,猎头,供应链上下游企业,75分位,40岁以上,北京市,有,5,357,0.83 ,0-6个月,0,无,TRUE
夏洋,女,112336,8,运营专员,初级,硕士,内推,传统主机厂,其他,30-35岁,上海市,无,4,92,1.62 ,0-6个月,8,无,TRUE
文芳,女,328922,3,人力资源经理,中级,学士,招聘网站,传统主机厂,其他,20-25岁,其他城市,有,9,185,1.21 ,5年以上,10,无,TRUE
赵刚,女,211872,1,产品经理,中级,学士,猎头,供应链上下游企业,其他,35-40岁,常州市,有,3,243,0.92 ,0-6个月,2,有,TRUE
卢洋,女,325798,2,销售主管,中级,学士,内推,供应链上下游企业,75分位,20-25岁,其他城市,无,5,397,0.89 ,1-2年,9,有,TRUE
顾涛,男,482161,1,数据分析师,初级,硕士,猎头,供应链上下游企业,其他,40岁以上,常州市,有,3,133,1.08 ,6个月-1年,9,有,TRUE
朱秀兰,男,380889,1,软件工程师,初级,学士,内推,腾讯系,其他,25-30岁,北京市,有,7,163,1.04 ,1-2年,3,无,TRUE
田强,男,487849,1,财务主管,高级,硕士,内推,腾讯系,其他,35-40岁,北京市,无,8,62,0.24 ,0-6个月,1,无,TRUE
汤娟,女,222204,13,销售经理,初级,学士,猎头,传统主机厂,50分位,30-35岁,常州市,有,6,241,1.94 ,0-6个月,6,有,TRUE
薛桂英,女,62903,1,人力资源专员,高级,硕士,内推,新势力主机厂,其他,30-35岁,常州市,无,6,256,0.79 ,1-2年,8,有,TRUE
冯桂英,女,312643,10,运营经理,中级,硕士,猎头,供应链上下游企业,50分位,20-25岁,常州市,无,10,62,1.32 ,5年以上,5,有,TRUE
任刚,女,235631,12,市场专员,高级,博士,内推,传统主机厂,其他,25-30岁,其他城市,无,6,273,0.83 ,5年以上,4,有,TRUE
韩桂英,女,306320,14,技术总监,高级,博士,猎头,腾讯系,75分位,40岁以上,常州市,无,8,310,1.52 ,0-6个月,1,有,TRUE
邵磊,男,225529,1,销售代表,高级,博士,招聘网站,新势力主机厂,50分位,30-35岁,其他城市,有,5,90,1.53 ,2-5年,4,无,TRUE
叶军,男,86995,2,财务分析师,中级,学士,猎头,传统主机厂,50分位,40岁以上,上海市,有,7,137,0.66 ,2-5年,8,有,TRUE
田伟,男,196630,2,人力资源经理,中级,硕士,猎头,新势力主机厂,50分位,35-40岁,北京市,无,5,257,1.79 ,1-2年,7,有,TRUE
刘平,男,398242,3,产品经理,高级,学士,内推,腾讯系,其他,35-40岁,其他城市,有,10,172,1.26 ,5年以上,3,无,TRUE
曹霞,女,271468,2,运营专员,高级,硕士,招聘网站,供应链上下游企业,其他,20-25岁,上海市,有,4,19,1.18 ,6个月-1年,4,无,TRUE
张敏,男,197892,4,数据分析师,中级,学士,猎头,阿里系,50分位,25-30岁,其他城市,有,9,164,1.72 ,1-2年,1,无,TRUE
乔刚,女,57078,5,销售主管,初级,学士,内推,供应链上下游企业,75分位,40岁以上,上海市,有,1,357,0.57 ,0-6个月,6,有,TRUE
贺强,男,191500,0,市场经理,初级,博士,招聘网站,新势力主机厂,其他,40岁以上,上海市,有,7,90,1.72 ,2-5年,9,有,TRUE
黎杰,女,167850,3,财务经理,初级,学士,猎头,腾讯系,其他,35-40岁,北京市,无,7,266,1.47 ,6个月-1年,6,有,TRUE
姜秀兰,女,261001,6,技术经理,高级,学士,猎头,阿里系,其他,30-35岁,其他城市,有,5,148,1.01 ,2-5年,10,无,TRUE
金涛,女,335659,10,运营经理,初级,博士,猎头,阿里系,50分位,20-25岁,上海市,无,2,397,1.83 ,6个月-1年,5,有,TRUE
石军,男,381035,2,市场专员,中级,硕士,招聘网站,传统主机厂,其他,35-40岁,北京市,无,3,140,1.73 ,5年以上,8,有,TRUE
赖杰,女,206998,4,技术支持,初级,博士,猎头,新势力主机厂,75分位,30-35岁,常州市,有,7,226,1.46 ,0-6个月,7,无,TRUE
梁静,男,208569,15,销售代表,初级,硕士,内推,供应链上下游企业,50分位,40岁以上,其他城市,无,1,149,1.95 ,6个月-1年,1,无,TRUE
余秀兰,男,174618,6,运营专员,初级,硕士,内推,腾讯系,50分位,40岁以上,其他城市,有,6,17,0.43 ,2-5年,0,无,TRUE
武磊,男,460175,15,数据分析师,高级,硕士,猎头,传统主机厂,50分位,20-25岁,常州市,有,8,346,0.82 ,2-5年,4,无,TRUE
康勇,男,401978,5,市场经理,高级,学士,猎头,供应链上下游企业,其他,20-25岁,北京市,有,8,271,0.37 ,6个月-1年,7,有,TRUE
雷秀英,男,330041,1,销售主管,高级,学士,猎头,传统主机厂,其他,35-40岁,常州市,无,3,194,0.67 ,1-2年,2,有,TRUE
潘超,女,356780,14,运营经理,高级,博士,招聘网站,新势力主机厂,其他,40岁以上,其他城市,无,5,99,1.02 ,2-5年,2,有,TRUE
郝军,女,100329,0,技术支持,高级,学士,猎头,腾讯系,其他,35-40岁,北京市,无,2,10,0.07 ,6个月-1年,1,有,TRUE
郭平,男,239009,3,销售代表,高级,学士,猎头,传统主机厂,其他,20-25岁,常州市,无,4,20,1.59 ,1-2年,8,有,TRUE
邱秀英,女,397396,7,运营专员,初级,学士,内推,传统主机厂,75分位,30-35岁,其他城市,有,1,83,0.48 ,0-6个月,2,有,TRUE
田霞,男,36695,4,数据分析师,高级,学士,猎头,新势力主机厂,50分位,20-25岁,上海市,无,6,195,1.99 ,5年以上,9,无,TRUE
沈娜,女,28417,4,市场经理,初级,硕士,招聘网站,传统主机厂,75分位,35-40岁,上海市,无,7,356,1.50 ,6个月-1年,7,有,TRUE
周静,男,364082,11,销售主管,高级,学士,猎头,新势力主机厂,其他,30-35岁,其他城市,有,2,26,0.92 ,2-5年,7,无,TRUE
周娜,女,191135,10,市场经理,中级,学士,内推,阿里系,50分位,20-25岁,常州市,无,3,305,0.88 ,0-6个月,4,无,TRUE
常涛,女,486732,1,数据分析师,初级,硕士,内推,传统主机厂,其他,20-25岁,常州市,有,2,177,0.53 ,6个月-1年,0,无,TRUE
邵磊,女,75065,3,产品经理,中级,学士,内推,供应链上下游企业,其他,25-30岁,其他城市,有,8,158,1.71 ,6个月-1年,8,无,TRUE
叶杰,女,359784,4,运营专员,中级,学士,猎头,阿里系,50分位,30-35岁,其他城市,无,8,265,0.15 ,6个月-1年,8,有,TRUE
黎丽,女,475857,4,人力资源经理,中级,学士,猎头,新势力主机厂,其他,25-30岁,北京市,有,4,206,0.93 ,1-2年,9,有,TRUE
潘芳,男,128113,12,产品经理,高级,硕士,内推,新势力主机厂,其他,30-35岁,北京市,有,6,250,1.55 ,1-2年,0,有,TRUE
林桂英,男,35249,12,销售主管,初级,学士,猎头,腾讯系,其他,35-40岁,其他城市,有,4,284,0.34 ,6个月-1年,3,有,TRUE
马勇,女,292122,8,数据分析师,初级,学士,猎头,腾讯系,其他,25-30岁,其他城市,有,4,370,0.81 ,2-5年,9,有,TRUE
康秀英,女,379939,10,软件工程师,中级,硕士,内推,腾讯系,75分位,30-35岁,常州市,有,7,252,1.98 ,5年以上,6,无,TRUE
方芳,女,467453,14,财务主管,初级,学士,招聘网站,腾讯系,其他,40岁以上,常州市,无,3,108,0.00 ,2-5年,8,无,FALSE
邓秀英,女,411686,3,销售经理,高级,博士,招聘网站,阿里系,50分位,40岁以上,上海市,有,8,357,1.58 ,0-6个月,8,无,TRUE
